,Rango,ciudad,areas,cuartos,baño,area de parqueo,monto de renta,seguro,Total
634,634,1,240,4,4,4,6672,85,9154
635,635,1,40,1,1,0,2600,33,2633
636,636,1,42,1,1,1,2350,30,3731
637,637,1,90,2,1,0,2000,26,2306
638,638,1,84,1,2,0,6000,77,7177
639,639,1,70,2,1,1,1300,17,1865
640,640,1,110,3,2,2,3500,45,4929
641,641,1,110,3,2,3,2700,35,4219
642,642,1,90,2,2,1,6500,83,7572
643,643,0,308,3,3,4,4700,71,5444
644,644,1,61,2,2,1,4000,51,4949
645,645,0,400,5,7,4,7900,101,12090
646,646,1,320,3,3,2,8330,106,11220
647,647,1,50,1,1,1,2350,30,3054
648,648,1,80,1,1,1,7200,92,7293
649,649,1,44,1,1,0,1900,25,2479
650,650,1,130,5,2,0,3000,39,3076
651,651,1,400,5,6,0,5200,79,5279
652,652,1,130,2,1,1,3850,49,5218
653,653,1,96,3,3,1,2450,32,3507
654,654,1,57,2,2,2,2800,36,4295
655,655,1,240,3,3,2,4350,66,4801
656,656,1,30,1,1,1,2001,26,4052
657,657,1,20,1,1,0,1800,23,2555
658,658,1,45,2,1,0,900,12,1014
659,659,1,250,4,5,2,12750,162,15790
660,660,1,240,4,5,5,7000,89,9489
661,661,1,22,1,1,0,2100,27,2552
662,662,1,240,3,4,3,4150,53,8020
663,663,1,206,4,4,3,12000,153,14960
664,664,1,96,3,3,1,2450,32,3507
665,665,1,156,3,4,2,2000,26,3826
666,666,1,400,3,3,3,8300,125,9241
667,667,0,60,2,1,1,880,12,1253
668,668,0,37,1,1,0,761,10,1106
669,669,1,73,2,2,2,1200,16,2078
670,670,1,182,3,4,3,7000,106,7565
671,671,1,300,3,4,1,4500,68,5110
672,672,1,48,1,1,0,1590,21,2061
673,673,1,850,4,4,8,12000,181,18020
674,674,1,76,3,1,1,2250,29,2689
675,675,1,57,2,2,1,2300,30,2964
676,676,1,104,2,1,0,3000,39,4339
677,677,1,65,3,3,2,2000,26,2777
678,678,1,64,2,1,0,2050,26,3089
679,679,1,31,1,1,0,3300,42,3852
680,680,1,35,1,1,1,3507,45,4120
681,681,1,275,3,5,6,13000,196,13700
682,682,1,310,4,5,5,12000,153,18660
683,683,1,58,2,2,1,3120,12,3818
684,684,1,55,2,1,0,2300,30,2715
685,685,1,53,1,2,1,3300,42,4411
686,686,1,35,1,1,0,1100,14,1144
687,687,1,180,4,4,1,3581,54,3769
688,688,1,71,1,1,0,1443,5,2166
689,689,1,180,3,4,3,3400,44,5294
690,690,1,900,5,9,8,15000,226,20700
691,691,1,32,1,1,1,3500,45,5379
692,692,1,98,2,2,2,8500,108,10510
693,693,1,180,3,2,2,4000,51,6656
694,694,1,47,1,1,1,1800,23,2353
695,695,1,109,3,2,2,2500,32,4412
696,696,1,210,4,4,4,13100,166,17590
697,697,1,109,3,2,1,3500,45,4966
698,698,1,116,4,3,2,2400,31,3801
699,699,1,111,3,2,0,2500,32,4166
700,700,1,120,3,3,2,8950,114,10160
701,701,1,178,4,3,2,6700,85,9145
702,702,1,39,1,1,1,1700,22,2367
703,703,1,59,1,1,0,901,12,1355
704,704,1,54,1,2,1,6000,77,7227
705,705,1,35,1,1,0,1750,23,2006
706,706,1,244,3,2,3,7000,89,11020
707,707,1,170,3,2,2,3200,49,3474
708,708,1,300,3,3,8,4675,71,5146
709,709,1,35,1,1,0,1140,15,1579
710,710,1,114,5,3,1,6000,91,6133
711,711,1,300,3,4,8,5500,83,5983
712,712,1,166,3,2,1,4000,51,6342
713,713,1,90,2,3,1,2100,27,2701
714,714,1,100,4,4,1,10000,151,10160
715,715,0,76,1,2,0,700,9,1109
716,716,1,200,3,3,2,7000,89,9976
717,717,1,156,3,2,1,2000,31,2178
718,718,1,94,2,2,2,2540,39,2598
719,719,0,53,1,1,1,550,7,1218
720,720,1,85,2,1,1,2426,13,3239
721,721,1,50,2,1,1,1200,16,1766
722,722,1,127,4,3,2,5500,70,7131
723,723,1,35,1,1,0,1100,14,1144
724,724,1,370,4,4,3,7900,119,9019
725,725,0,70,2,2,2,2890,37,3611
726,726,1,700,6,8,8,14000,211,15230
727,727,1,79,2,2,0,4500,58,5358
728,728,1,46,1,1,1,3000,39,3872
729,729,1,300,4,5,6,15000,226,17030
730,730,1,62,2,2,1,1900,25,2517
731,731,1,296,4,5,3,15000,191,15190
732,732,1,40,1,1,0,700,9,994
733,733,1,52,1,1,1,3200,13,4178
734,734,1,58,2,2,1,2300,30,2980
735,735,0,123,3,2,2,2000,26,3008
736,736,0,80,2,1,1,1250,16,1616
737,737,1,170,3,2,1,10500,134,12390
738,738,1,260,4,4,4,15000,191,20030
739,739,1,90,2,2,1,5500,70,6472
740,740,1,190,3,2,1,5620,72,8655
741,741,1,40,1,1,1,1914,25,2363
742,742,1,120,3,2,0,2501,38,2702
743,743,1,57,1,1,1,3100,40,3995
744,744,0,70,1,1,1,870,12,1161
745,745,1,120,2,3,2,5391,22,8082
746,746,1,135,3,3,2,7500,96,9387
747,747,1,300,4,6,5,10120,153,10740
748,748,1,36,1,1,1,1300,17,1917
749,749,1,33,1,1,0,1305,17,1572
750,750,1,65,2,2,1,2800,36,3695
751,751,1,67,2,1,1,1700,22,2642
752,752,1,51,1,1,0,2500,32,2951
753,753,1,38,1,1,0,2500,32,2822
754,754,1,80,2,1,1,1800,23,2442
755,755,1,275,3,3,1,8850,113,9849
756,756,1,33,1,1,1,2000,26,2963
757,757,1,40,1,1,1,972,15,987
758,758,1,210,4,4,3,4675,60,8115
759,759,1,90,2,2,1,4500,68,4982
760,760,1,260,4,4,3,15000,191,20110
761,761,1,40,1,1,1,3500,45,4257
762,762,1,50,1,1,0,2500,21,2521
763,763,0,50,2,1,1,1120,15,1412
764,764,1,68,1,2,1,6000,77,7248
765,765,1,20,1,1,0,2060,27,2087
766,766,1,189,3,3,1,5800,74,8388
767,767,1,160,4,4,3,6500,83,9625
768,768,0,60,2,2,1,1503,6,1850
769,769,1,440,3,2,4,4500,68,4827
770,770,1,220,5,5,4,8880,113,11770
771,771,1,33,1,1,1,2070,27,2427
772,772,1,354,5,6,3,8850,134,9942
773,773,1,110,3,3,2,4800,73,4923
774,774,1,58,2,3,2,2000,31,2081
775,775,1,600,4,6,6,12000,181,14770
776,776,1,56,2,1,1,1200,16,1766
777,777,0,100,2,1,3,1250,19,1369
778,778,1,440,4,3,7,15000,226,16310
779,779,0,270,3,3,5,7500,113,8072
780,780,1,75,1,1,0,1450,22,1472
781,781,1,205,4,3,3,10000,127,15090
782,782,1,380,4,5,5,3400,44,11070
783,783,1,260,4,2,2,6000,77,8386
784,784,1,147,3,4,3,4500,58,6496
785,785,1,90,2,1,1,3000,39,4089
786,786,1,40,1,1,0,650,10,660
787,787,1,20,1,1,0,1800,23,2555
788,788,1,80,3,1,0,2400,37,2497
789,789,1,147,3,3,2,2200,28,4261
790,790,1,750,4,5,8,15000,226,19560
791,791,1,109,4,2,2,6500,83,8058
792,792,1,200,3,3,2,2000,26,3527
793,793,1,272,4,5,3,6200,79,9871
794,794,1,96,3,2,2,1770,23,3571
795,795,0,92,3,2,2,2000,26,2871
796,796,1,36,1,1,1,5000,64,6010
797,797,1,212,4,4,3,9200,117,12660
798,798,1,23,1,1,0,2150,28,2577
799,799,1,216,4,3,4,5000,64,7589
800,800,1,360,4,5,2,15000,191,18960
801,801,1,278,4,4,3,5500,70,10570
802,802,1,68,2,2,2,2300,30,3180
803,803,1,20,1,1,0,1800,23,2555
804,804,1,350,4,6,6,9600,145,11110
805,805,0,80,2,2,2,2200,28,3231
806,806,1,330,3,4,2,8400,107,12630
807,807,1,250,4,4,2,6000,77,9177
808,808,1,250,3,2,3,15000,191,18780
809,809,1,164,3,3,1,9000,115,11120
810,810,1,66,3,2,0,3550,13,3880
811,811,1,240,3,2,3,3500,53,3845
812,812,1,50,1,1,1,2800,20,3420
813,813,1,60,2,1,0,1200,19,1257
814,814,0,50,2,1,1,680,9,1169
815,815,1,127,4,3,2,4930,63,6505
816,816,1,180,3,3,2,7000,89,10380
817,817,1,230,3,3,1,5800,74,8043
818,818,0,50,1,1,0,550,7,1044
819,819,1,60,2,2,2,1900,25,2707
820,820,1,47,2,1,0,2200,16,2764
821,821,1,90,3,2,1,2400,31,3472
822,822,1,30,1,1,0,1826,24,2176
823,823,0,76,3,2,1,950,13,1607
824,824,1,110,2,4,2,7500,96,10200
825,825,1,450,4,5,6,12000,181,13520
826,826,1,43,2,1,1,1020,13,1353
827,827,1,60,2,2,2,3800,49,4741
828,828,1,150,3,3,2,4000,51,5843
829,829,1,65,2,2,2,4000,51,6949
830,830,1,72,3,1,1,1600,21,2082
831,831,1,120,3,2,1,3000,46,3541
832,832,1,800,4,7,8,8500,128,18840
833,833,1,82,1,2,1,11000,140,12170
834,834,0,70,1,1,1,1600,21,1981
835,835,1,250,3,4,4,4000,51,7681
836,836,0,76,3,2,1,1950,25,2622
837,837,1,60,2,2,2,1811,7,2577
838,838,1,197,3,3,2,6000,77,11650
839,839,0,100,3,2,2,2250,34,2299
840,840,1,40,1,1,1,1635,21,2031
841,841,1,62,1,2,1,11000,140,13460
842,842,1,35,1,1,0,1280,20,1355
843,843,1,23,1,1,0,2100,27,2579
844,844,1,323,3,5,6,10000,151,11140
845,845,1,450,3,2,0,5800,88,6805
846,846,1,560,4,6,5,7948,101,16750
847,847,1,156,3,2,2,8000,102,10810
848,848,1,130,2,1,2,2600,15,2615
849,849,1,108,4,2,0,5500,70,6725
850,850,1,20,1,1,0,1000,13,1023
851,851,1,165,3,4,3,3500,45,6622
852,852,0,120,3,1,1,1800,23,2553
853,853,1,200,4,4,6,4320,65,4760
854,854,1,132,3,2,2,4000,51,6101
855,855,1,154,3,3,2,2000,26,3068
856,856,1,113,2,1,1,3000,39,4089
857,857,1,310,4,4,3,7000,106,7781
858,858,1,70,2,2,2,3300,42,4826
859,859,1,91,2,3,2,9800,125,12490
860,860,1,156,3,4,2,2000,26,3826
861,861,1,48,2,1,1,1690,22,2082
862,862,0,54,1,2,0,720,10,1021
863,863,0,256,4,5,4,3000,39,8106
864,864,1,20,1,1,0,2050,26,2076
865,865,1,72,2,2,1,1539,20,2212
866,866,1,159,2,3,1,3230,41,4596
867,867,1,220,3,3,2,6300,80,8347
868,868,1,190,3,4,1,4100,62,4466
869,869,1,25,1,1,0,1410,18,1533
870,870,1,100,2,1,2,6000,91,6258
871,871,1,171,4,5,4,8000,102,10720
872,872,1,230,4,3,1,4000,51,6964
873,873,0,75,3,2,2,1600,21,3033
874,874,1,68,2,1,1,1600,21,2288
875,875,1,160,2,1,0,1660,25,1690
876,876,1,100,2,2,2,6500,83,8325
877,877,1,287,4,4,4,11300,144,21930
878,878,0,55,2,1,1,749,10,1256
879,879,1,50,2,1,1,2500,32,2889
880,880,1,39,1,1,1,1577,20,2197
881,881,1,16,1,1,0,1200,16,1275
882,882,1,200,4,3,3,5800,74,9966
883,883,1,83,2,3,2,3500,53,3920
884,884,1,22,1,1,1,2000,26,2560
885,885,0,80,3,2,2,1800,23,2610
886,886,1,100,3,2,3,4990,76,5834
887,887,1,210,3,2,1,7500,96,11450
888,888,1,33,1,1,0,2000,26,2326
889,889,1,64,1,2,1,8900,64,9768
890,890,1,98,2,2,0,2500,32,3192
891,891,1,200,3,4,2,9800,148,10370
892,892,1,44,1,1,1,2288,9,2798
893,893,1,420,3,3,4,12000,153,23130
894,894,1,55,1,1,0,1500,23,1523
895,895,1,40,1,1,0,900,12,992
896,896,1,80,2,1,1,3100,40,5299
897,897,0,131,3,3,3,5800,74,7429
898,898,1,66,2,1,1,2300,30,2910
899,899,1,98,1,1,1,1283,14,1297
900,900,1,77,1,2,1,7740,99,8798
901,901,1,293,4,3,3,1190,16,5006
902,902,1,320,4,4,6,15000,191,23620
903,903,1,10,4,3,2,2670,41,2732
904,904,1,178,3,2,1,3000,39,6081
905,905,1,90,2,1,2,2000,26,3126
906,906,1,64,2,2,1,5000,64,6061
907,907,1,57,2,1,1,1800,23,2223
908,908,1,240,3,1,2,4000,51,7588
909,909,1,140,4,4,3,3600,46,6029
910,910,1,59,1,1,1,3900,50,5650
911,911,1,178,3,3,1,5000,64,7714
912,912,1,430,4,4,8,5500,83,6104
913,913,1,65,2,1,1,1400,18,1802
914,914,1,100,2,2,1,1500,20,2842
915,915,1,106,2,3,2,3980,51,5349
916,916,1,234,3,5,4,3680,56,4136
917,917,1,417,5,4,2,12000,181,13460
918,918,1,125,3,2,2,1450,22,1556
919,919,0,64,2,1,1,820,11,1493
920,920,1,99,3,2,1,2500,32,3012
921,921,1,30,1,1,1,2800,36,3365
922,922,1,100,2,2,1,7600,97,9456
923,923,1,225,3,2,2,2300,35,2544
924,924,1,125,3,2,2,4000,51,6385
925,925,1,180,2,2,5,3000,46,3048
926,926,1,50,1,1,0,892,14,965
927,927,0,55,2,1,1,1397,18,1845
928,928,1,30,1,1,0,3000,39,3389
929,929,1,220,4,3,4,11000,140,15340
930,930,1,30,1,1,0,1000,13,1397
931,931,1,195,3,3,3,4000,61,4341
932,932,1,109,3,2,2,6500,83,8058
933,933,1,45,1,1,0,928,14,999
934,934,1,280,4,4,2,8000,121,8721
935,935,0,212,4,1,2,1500,23,1611
936,936,0,42,1,1,1,2000,26,2573
937,937,1,100,3,3,1,7000,106,7987
938,938,1,35,1,1,0,850,13,978
939,939,1,300,3,3,1,11000,166,11790
940,940,1,600,4,6,5,6000,77,14440
941,941,1,70,2,2,1,2100,27,2136
942,942,1,35,1,1,0,1700,22,1722
943,943,1,180,5,3,2,9000,136,9136
944,944,1,210,3,3,3,7000,89,10110
945,945,1,96,3,3,2,3700,47,5088
946,946,1,46,1,1,1,5000,64,6807
947,947,1,68,2,2,2,4000,51,4983
948,948,1,135,2,3,1,8000,102,11500
949,949,1,235,3,4,4,15000,191,18290
950,950,1,190,4,5,3,4000,51,7668
951,951,0,75,2,1,1,1140,18,1238
952,952,1,35,1,1,1,4900,63,5605
953,953,1,40,1,1,2,1559,20,2663
954,954,1,245,3,3,1,12000,153,14540
955,955,1,55,2,1,1,1300,17,2117
956,956,1,49,1,1,1,2600,33,3051
957,957,1,60,2,1,0,1850,24,2361
958,958,0,60,2,1,1,1400,18,1778
959,959,1,190,3,4,3,2740,35,5375
960,960,1,95,3,2,2,3150,40,4211
961,961,1,125,2,1,1,1490,23,1587
962,962,1,250,3,4,4,4200,64,4264
963,963,1,230,3,4,2,5900,75,9317
964,964,1,168,3,3,3,2700,35,4662
965,965,1,132,3,1,2,8000,102,9422
966,966,1,294,4,6,8,3000,46,3646
967,967,1,25,1,1,0,2100,27,2486
968,968,1,48,1,1,1,2200,28,2763
969,969,1,98,2,2,1,2166,28,3633
970,970,0,226,4,2,2,2780,36,5069
971,971,1,60,2,1,1,2700,35,2735
972,972,1,55,1,1,1,2050,26,2720
973,973,1,31,1,1,0,2614,34,2932
974,974,1,150,2,3,1,1650,25,1675
975,975,1,70,2,1,0,1350,21,1371
976,976,1,234,3,4,3,7000,89,9573
977,977,1,188,1,3,2,8000,102,9832
978,978,1,198,4,5,4,4000,51,6470
979,979,0,57,1,1,1,2600,33,3454
980,980,1,550,3,2,4,3805,58,4312
981,981,1,700,5,7,5,15000,226,17470
982,982,1,240,4,2,4,8000,121,8121
983,983,1,100,3,3,2,1490,19,3114
984,984,1,167,3,3,2,5500,70,7177
985,985,0,85,2,1,0,800,11,1401
986,986,1,55,1,2,1,5500,70,7858
987,987,1,56,2,1,1,3190,41,3854
988,988,1,72,2,1,1,1650,21,2056
989,989,1,350,4,3,3,15000,191,19650
990,990,1,190,3,3,3,4500,58,8192
991,991,1,65,2,1,1,1750,7,2557
992,992,1,290,3,3,3,8000,121,8663
993,993,0,45,1,1,0,900,12,1390
994,994,1,185,3,2,2,11500,146,14060
995,995,0,54,1,1,1,1370,18,1419
996,996,1,240,4,3,3,12000,153,15700
997,997,1,90,3,3,2,2000,31,2081
998,998,0,348,3,3,3,4850,73,5323
999,999,1,251,3,2,2,3400,52,3788
1000,1000,1,140,3,1,2,6000,91,6504
1001,1001,1,220,3,4,8,3493,53,4038
1002,1002,1,42,1,1,1,5000,64,5064
1003,1003,0,100,3,2,0,808,11,1715
1004,1004,0,65,2,1,1,1000,13,1314
1005,1005,1,70,3,2,1,2000,26,2893
1006,1006,1,80,2,2,0,2000,31,2165
1007,1007,1,292,4,3,3,11480,146,15030
1008,1008,1,28,1,1,0,1329,17,1361
1009,1009,1,130,3,2,1,6900,88,9148
1010,1010,1,145,3,2,1,3445,13,5058
1011,1011,1,58,1,1,0,1398,8,1736
1012,1012,1,380,3,5,1,15000,191,18460
1013,1013,1,100,2,2,2,2600,33,3584
1014,1014,0,62,1,1,1,755,3,1408
1015,1015,0,55,2,1,1,750,10,1306
1016,1016,1,98,2,2,1,2990,38,4578
1017,1017,1,159,3,3,1,3000,39,5131
1018,1018,1,210,3,5,4,11900,151,16310
1019,1019,0,60,2,1,1,880,12,1253
1020,1020,1,472,3,2,4,6500,98,7248
1021,1021,1,128,3,2,2,3000,39,5266
1022,1022,1,83,2,1,1,1147,15,2020
1023,1023,1,50,1,1,1,2500,32,4324
1024,1024,1,112,3,2,3,3300,50,3382
1025,1025,0,52,3,1,1,1200,16,1567
1026,1026,1,40,1,1,1,4800,61,7011
1027,1027,1,500,4,6,3,15000,226,16070
1028,1028,1,55,2,1,1,1800,23,2328
1029,1029,1,365,3,5,2,8500,108,11460
1030,1030,1,40,1,2,1,4200,54,6507
1031,1031,1,25,1,1,1,2100,27,2522
1032,1032,0,85,3,2,2,3000,39,3714
1033,1033,0,170,4,3,1,3700,47,5217
1034,1034,1,300,3,5,4,6000,77,14640
1035,1035,1,53,2,1,1,1200,16,1876
1036,1036,1,387,4,5,6,13000,196,14030
1037,1037,1,85,3,2,1,3100,40,4565
1038,1038,0,45,2,1,1,850,11,1198
1039,1039,1,44,1,1,0,1200,16,1246
1040,1040,1,92,2,2,1,2490,32,4270
1041,1041,1,45,1,1,1,1300,20,1379
1042,1042,1,60,2,1,0,1654,19,2126
1043,1043,1,150,3,5,2,3102,40,5017
1044,1044,1,35,1,1,0,1305,17,1572
1045,1045,1,70,2,2,1,3500,45,4145
1046,1046,1,350,3,5,4,3760,48,9558
1047,1047,1,20,1,1,0,1800,23,2555
1048,1048,1,316,4,6,4,8000,102,14830
1049,1049,1,38,1,1,0,2001,26,2215
1050,1050,1,62,3,2,1,1583,6,2077
1051,1051,0,258,2,2,1,1400,22,1489
1052,1052,0,402,4,5,2,4800,73,6062
1053,1053,1,200,3,1,2,3000,46,3046
1054,1054,1,60,1,1,1,2240,29,2952
1055,1055,0,54,2,1,1,1500,20,1863
1056,1056,1,53,2,1,1,1200,16,2166
1057,1057,1,50,1,1,0,950,15,965
1058,1058,0,65,2,1,1,1250,16,1739
1059,1059,0,81,3,2,2,2230,29,3167
1060,1060,1,68,2,2,1,3400,44,4179
1061,1061,1,158,3,3,2,5500,70,8094
1062,1062,1,114,2,2,1,2000,26,3431
1063,1063,1,80,3,2,2,2400,31,3703
1064,1064,0,111,3,3,3,5000,64,6347
1065,1065,1,160,3,4,2,8500,108,11130
1066,1066,1,630,4,6,4,12300,185,15150
1067,1067,1,68,1,1,0,1140,18,1158
1068,1068,0,60,2,1,1,1000,13,1327
1069,1069,1,110,3,2,1,2800,36,4361
1070,1070,1,255,4,4,3,6600,84,13360
1071,1071,1,252,4,6,3,12000,153,14500
1072,1072,1,86,2,1,1,3007,39,4130
1073,1073,1,48,2,1,0,1191,16,1387
1074,1074,0,300,4,5,3,9500,121,11730
1075,1075,1,130,3,2,1,2900,37,4737
1076,1076,1,36,1,1,0,1800,23,2178
1077,1077,0,220,3,1,4,2800,43,3177
1078,1078,1,96,2,2,2,1600,21,3221
1079,1079,1,280,3,3,5,3500,53,3555
1080,1080,1,70,1,1,1,1170,18,1232
1081,1081,1,102,2,2,1,1700,22,2278
1082,1082,1,70,2,1,0,1800,23,2303
1083,1083,1,35,1,1,0,1850,24,2124
1084,1084,1,60,2,2,1,1465,19,2284
1085,1085,1,500,2,2,1,2260,34,2423
1086,1086,1,238,4,5,3,15000,58,17930
1087,1087,1,127,3,2,2,5000,76,5326
1088,1088,1,298,4,4,3,9000,115,13660
1089,1089,1,75,3,1,1,2951,12,4146
1090,1090,0,105,2,2,2,3800,49,5282
1091,1091,1,279,5,5,6,4740,61,6535
1092,1092,1,100,1,2,1,6000,77,7945
1093,1093,1,100,3,2,1,1946,7,2653
1094,1094,1,120,4,2,2,4500,68,4657
1095,1095,1,98,3,2,1,3318,27,4195
1096,1096,0,550,5,6,8,10600,160,11340
1097,1097,1,100,3,2,6,7500,113,8613
1098,1098,0,55,1,1,0,950,13,1673
1099,1099,1,58,2,2,1,2588,10,3608
1100,1100,1,180,3,3,1,7500,96,10100
1101,1101,1,22,1,1,0,2100,27,2552
1102,1102,0,82,3,2,1,1200,16,1966
1103,1103,0,194,3,2,3,3500,53,3628
1104,1104,1,70,3,2,1,2300,30,3200
1105,1105,1,67,2,2,2,4675,60,5874
1106,1106,1,100,3,2,2,2000,26,3226
1107,1107,1,60,2,2,1,1650,21,2311
1108,1108,1,62,2,2,1,2500,32,3200
1109,1109,1,44,1,1,0,2500,32,3012
1110,1110,1,66,2,2,1,2748,35,3676
1111,1111,1,86,2,1,1,2372,10,3342
1112,1112,1,300,3,4,0,10000,151,12150
1113,1113,0,60,2,1,1,900,12,1472
1114,1114,0,65,2,1,1,1100,14,1764
1115,1115,1,46,1,1,1,1600,21,2395
1116,1116,1,70,2,2,1,4400,56,5455
1117,1117,1,110,2,2,0,2690,35,3389
1118,1118,1,20,1,1,0,600,8,948
1119,1119,1,200,3,3,3,4790,61,8889
1120,1120,1,150,3,3,2,4000,51,6136
1121,1121,1,120,3,1,0,2200,34,2234
1122,1122,1,176,3,4,3,9500,121,12210
1123,1123,0,40,1,1,1,1000,13,2313
1124,1124,1,350,3,6,4,12000,153,15670
1125,1125,1,65,2,2,1,1613,6,2489
1126,1126,1,35,1,1,1,1850,24,2384
1127,1127,0,88,1,1,2,2200,28,2930
1128,1128,1,106,2,2,2,10600,135,12240
1129,1129,1,220,4,4,1,4000,51,6501
1130,1130,1,40,1,1,0,1020,13,1353
1131,1131,0,70,3,1,1,1500,20,2137
1132,1132,1,227,4,4,3,15000,191,17940
1133,1133,1,208,3,3,2,7000,89,9995
1134,1134,1,238,4,3,1,5000,64,8154
1135,1135,1,161,3,3,3,10000,127,13490
1136,1136,1,85,3,2,2,2350,30,3647
1137,1137,1,192,2,3,1,12000,153,14900
1138,1138,0,71,2,1,1,1130,15,1929
1139,1139,1,55,1,1,0,1300,17,1717
1140,1140,0,219,4,5,2,3800,49,6275
1141,1141,1,200,2,2,1,2300,35,2427
1142,1142,1,50,1,1,0,1266,4,1327
1143,1143,1,90,2,1,0,2800,43,3013
1144,1144,1,45,1,1,1,5520,70,8590
1145,1145,1,120,2,2,1,3300,42,4124
1146,1146,1,170,3,2,1,4500,58,7066
1147,1147,1,400,4,3,4,3760,57,5901
1148,1148,1,42,1,1,1,2700,35,3237
1149,1149,1,31,1,1,1,1990,26,4141
1150,1150,1,350,3,5,3,4500,68,4585
1151,1151,1,62,1,1,0,2300,30,3000
1152,1152,1,83,2,3,2,3200,41,5531
1153,1153,1,35,1,1,0,1305,17,1572
1154,1154,1,147,3,2,2,3600,46,5373
1155,1155,1,208,4,4,3,12000,153,16840
1156,1156,1,30,1,1,0,750,12,821
1157,1157,1,97,2,2,2,2200,28,3670
1158,1158,1,30,1,1,0,920,14,934
1159,1159,1,104,3,2,2,3300,42,4931
1160,1160,1,230,4,3,3,8200,124,11650
1161,1161,1,20,1,1,0,3142,40,3399
1162,1162,1,298,4,4,1,3000,46,3046
1163,1163,1,127,2,1,2,2250,34,2531
1164,1164,0,60,3,2,1,800,11,1313
1165,1165,1,54,2,2,1,2800,36,3980
1166,1166,0,262,3,4,4,9500,143,12340
1167,1167,1,19,1,1,0,1200,16,1216
1168,1168,1,55,2,1,1,2200,28,2612
1169,1169,1,120,2,1,1,1300,20,1370
1170,1170,1,88,3,4,2,3900,50,4741
1171,1171,1,136,3,2,2,6818,87,8887
1172,1172,1,130,3,1,1,2000,31,2031
1173,1173,0,48,1,1,1,550,7,1049
1174,1174,1,53,3,2,1,2000,26,2513
1175,1175,1,320,4,5,5,10870,164,12450
1176,1176,0,52,1,1,1,2300,30,3380
1177,1177,1,20,1,1,0,1800,23,2555
1178,1178,1,75,2,1,3,2500,32,3482
1179,1179,1,90,3,1,0,2200,34,2729
1180,1180,1,95,2,2,1,2400,37,2617
1181,1181,1,70,1,1,1,1100,17,1117
1182,1182,1,25,1,1,0,1820,24,2004
1183,1183,1,230,3,4,2,4800,61,7153
1184,1184,1,89,3,2,2,5418,20,6373
1185,1185,1,129,2,2,1,13000,165,14980
1186,1186,1,42,1,1,1,3600,46,4403
1187,1187,1,255,4,4,3,11900,151,12050
1188,1188,1,192,3,4,2,8500,108,10210
1189,1189,1,99,2,1,1,4300,55,5780
1190,1190,1,50,2,1,1,1050,8,1458
1191,1191,0,48,1,2,0,1234,16,2000
1192,1192,1,99,2,1,1,3650,55,3935
1193,1193,1,33,1,1,1,1219,8,1787
1194,1194,1,93,3,2,2,3500,45,4320
1195,1195,1,49,1,1,1,3500,45,4067
1196,1196,1,50,1,1,0,2480,32,3382
1197,1197,1,100,3,3,1,2400,37,2437
1198,1198,1,110,2,1,1,1800,23,2528
1199,1199,1,800,4,7,8,12000,181,13850
1200,1200,1,210,4,5,2,8500,108,12410
1201,1201,1,80,3,1,0,2100,27,2312
1202,1202,1,196,2,3,3,5500,70,8853
1203,1203,1,160,1,4,2,3500,45,4555
1204,1204,1,250,5,3,6,15000,226,17930
1205,1205,1,160,4,4,3,11000,140,13640
1206,1206,1,189,4,3,2,6500,83,9467
1207,1207,1,93,2,1,1,3200,41,4001
1208,1208,1,500,4,6,6,5930,90,8104
1209,1209,0,57,2,1,1,850,11,1271
1210,1210,0,76,3,1,1,1100,14,1661
1211,1211,1,240,4,5,5,9900,126,15000
1212,1212,1,240,3,4,3,11000,140,18070
1213,1213,1,400,3,5,4,3800,49,8899
1214,1214,1,68,3,1,1,1460,19,2154
1215,1215,1,80,2,2,1,3800,49,4689
1216,1216,1,205,4,4,2,10800,137,14500
1217,1217,1,250,3,3,1,6500,83,8875
1218,1218,1,120,2,3,2,9000,115,11160
1219,1219,1,68,2,1,1,1850,24,1874
1220,1220,1,65,2,1,1,1400,18,1780
1221,1221,1,720,4,5,5,6500,83,16570
1222,1222,1,40,1,1,0,1047,14,1211
1223,1223,1,75,2,1,0,1283,17,2610
1224,1224,1,150,2,2,2,2640,40,2680
1225,1225,1,34,1,1,0,2800,36,3280
1226,1226,0,135,3,2,2,1700,26,1751
1227,1227,1,36,1,1,0,1900,25,2502
1228,1228,1,60,2,1,1,2058,9,2737
1229,1229,1,280,3,3,8,13000,196,17430
1230,1230,1,156,3,3,3,4900,63,7480
1231,1231,1,60,1,1,1,3070,39,4626
1232,1232,0,60,2,1,1,2848,37,3334
1233,1233,1,150,4,2,1,3900,59,3959
1234,1234,1,120,3,2,2,4636,59,8020
1235,1235,1,64,3,1,1,1200,16,1796
1236,1236,1,238,4,4,3,15000,191,18300
1237,1237,1,127,3,2,1,3900,50,5955
1238,1238,1,87,2,2,2,3700,47,4667
1239,1239,1,300,4,4,0,9600,122,12920
1240,1240,1,60,2,1,0,1500,20,1861
1241,1241,1,270,6,3,6,4500,68,4985
1242,1242,1,142,3,3,2,9000,115,11190
1243,1243,1,35,1,1,0,1649,21,1985
1244,1244,1,55,2,1,0,1600,25,1675
1245,1245,1,129,4,4,2,8900,113,10580
1246,1246,1,30,1,1,1,1660,22,3079
1247,1247,1,89,2,2,1,2300,30,4110
